City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,iqaluit,63.7506,-68.5145,-3.15,73,100,0.0,CA,1713929412
1,port-aux-francais,-49.35,70.2167,4.32,66,53,14.4,TF,1713929286
2,bethel,41.3712,-73.414,9.47,63,0,2.68,US,1713929470
3,tiksi,71.6872,128.8694,-10.0,80,98,3.75,RU,1713929295
4,aasiaat,68.7098,-52.8699,-4.43,99,86,3.0,GL,1713929471
5,cill airne,52.05,-9.5167,8.64,92,100,1.46,IE,1713929471
6,kirakira,-10.4544,161.9205,29.87,75,95,2.36,SB,1713929471
7,albany,42.6001,-73.9662,12.16,45,99,0.89,US,1713929471
8,talnakh,69.4865,88.3972,-11.0,79,34,1.23,RU,1713929472
9,bikenibeu village,1.3673,173.1241,31.98,74,20,4.63,KI,1713929472
10,kayangel,8.0823,134.7173,28.95,78,97,6.07,PW,1713929472
11,bilibino,68.0546,166.4372,-12.1,76,78,1.84,RU,1713929472
12,la'ie,21.6477,-157.9253,27.98,78,3,4.02,US,1713929472
13,san antonio de pale,-1.4014,5.6325,28.43,76,100,3.52,GQ,1713928696
14,axim,4.8699,-2.2405,26.7,87,100,2.27,GH,1713929473
15,nahrin,36.0649,69.1334,20.98,37,1,0.93,AF,1713929473
16,erenhot,43.6475,111.9767,22.83,11,3,13.15,CN,1713929473
17,escarcega,18.6089,-90.7454,24.87,71,4,1.84,MX,1713929474
18,enewetak,11.3474,162.3373,27.64,82,100,7.79,MH,1713929474
19,utrik,11.2278,169.8474,27.31,84,96,8.18,MH,1713929474
20,puerto ayora,-0.7393,-90.3518,24.75,97,83,3.2,EC,1713929474
21,stanley,54.868,-1.6985,3.62,79,75,4.12,GB,1713929304
22,vilhena,-12.7406,-60.1458,21.33,96,5,1.16,BR,1713929475
23,vorgashor,67.5833,63.95,-17.33,93,19,1.81,RU,1713929475
24,west island,-12.1568,96.8225,28.99,79,40,6.69,CC,1713929475
25,aswan,24.0934,32.907,26.56,25,63,3.75,EG,1713929015
26,ilulissat,69.2167,-51.1,9.01,46,53,6.69,GL,1713929475
27,puerto penasco,31.3167,-113.5333,22.82,62,0,8.16,MX,1713929476
28,metu,8.3,35.5833,16.24,70,95,1.46,ET,1713929476
29,ribeira grande,38.5167,-28.7,15.43,81,100,7.6,PT,1713929417
30,castelldefels,41.2779,1.9703,10.73,83,0,2.57,ES,1713929476
31,geraldton,-28.7667,114.6,26.23,29,98,12.35,AU,1713929193
32,iskateley,67.6803,53.1512,-13.32,84,11,3.58,RU,1713929246
33,saudarkrokur,65.7461,-19.6394,3.27,65,31,4.13,IS,1713929477
34,codrington,-38.2667,141.9667,13.47,56,82,7.08,AU,1713929477
35,villa gesell,-37.2639,-56.973,11.34,60,1,9.03,AR,1713929477
36,waitangi,-43.9535,-176.5597,15.46,83,12,5.81,NZ,1713929417
37,tarumizu,31.4833,130.7,22.64,82,100,4.13,JP,1713929478
38,papatowai,-46.5619,169.4708,16.67,65,100,1.59,NZ,1713929304
39,udachny,66.4167,112.4,-4.75,95,97,10.21,RU,1713929418
40,keflavik,64.0049,-22.5624,7.24,100,100,1.54,IS,1713929478
41,kodiak,57.79,-152.4072,5.73,87,100,6.17,US,1713929479
42,hailar,49.2,119.7,11.74,37,84,5.21,CN,1713929479
43,thompson,55.7435,-97.8558,-1.91,37,20,1.54,CA,1713929479
44,general villegas,-35.0328,-63.0125,9.17,61,4,1.04,AR,1713929227
45,adamstown,-25.066,-130.1015,23.02,85,100,9.97,PN,1713929286
46,ushuaia,-54.8,-68.3,5.81,81,20,1.54,AR,1713929342
47,malinyi,-8.9333,36.1333,21.7,99,100,0.69,TZ,1713929480
48,badger,64.8,-147.5333,13.14,35,75,0.0,US,1713929480
49,beyneu,45.3167,55.2,20.35,44,1,9.32,KZ,1713929481
50,st. john's,47.5649,-52.7093,0.66,81,75,0.0,CA,1713929482
51,lemvig,56.5486,8.3102,4.52,91,80,8.14,DK,1713929482
52,nova sintra,14.8667,-24.7167,22.94,73,43,3.92,CV,1713929483
53,harper,4.375,-7.7169,26.9,85,91,1.43,LR,1713929483
54,nacala,-14.5428,40.6728,24.03,88,99,3.39,MZ,1713929283
55,walvis bay,-22.9575,14.5053,15.16,87,1,1.35,NA,1713929483
56,lautoka,-17.6167,177.4667,30.92,70,40,5.14,FJ,1713929483
57,waddan,29.1614,16.139,14.65,56,66,1.76,LY,1713929484
58,pathein,16.7833,94.7333,36.82,37,8,4.4,MM,1713929484
59,dudinka,69.4058,86.1778,-10.74,87,53,6.26,RU,1713929302
60,new norfolk,-42.7826,147.0587,14.72,57,29,4.69,AU,1713929484
61,yellowknife,62.456,-114.3525,-0.33,92,75,1.54,CA,1713929485
62,nemuro,43.3236,145.575,5.16,87,100,5.97,JP,1713929485
63,ponta delgada,37.7333,-25.6667,18.44,88,75,5.66,PT,1713928910
64,klyuchi,52.2667,79.1667,1.75,52,18,6.48,RU,1713929300
65,krizevci,46.0219,16.5425,5.77,95,100,3.74,HR,1713929485
66,aromashevo,56.8602,68.6375,-2.17,44,6,4.81,RU,1713929486
67,ivdel',60.6911,60.4206,-3.78,70,100,3.13,RU,1713929276
68,hermanus,-34.4187,19.2345,14.33,93,99,1.14,ZA,1713929486
69,palikir - national government center,6.9248,158.1611,29.47,84,100,3.09,FM,1713928890
70,pimentel,-6.8367,-79.9342,21.16,83,0,9.26,PE,1713929486
71,port augusta,-32.5,137.7667,18.01,36,62,7.81,AU,1713929487
72,miass,55.045,60.1083,2.44,85,98,3.58,RU,1713929487
73,chonchi,-42.6128,-73.8092,9.51,93,100,2.86,CL,1713929301
74,kokemaki,61.2565,22.3564,-2.12,92,99,3.64,FI,1713929487
75,blackmans bay,-43.0167,147.3167,14.07,57,23,1.79,AU,1713929487
76,ola,59.5833,151.2833,0.08,94,100,4.05,RU,1713929488
77,fortuna,40.5982,-124.1573,12.74,86,100,2.57,US,1713929488
78,mejit,10.2753,170.8646,27.37,85,84,9.15,MH,1713929488
79,ingelfingen,49.301,9.6512,2.19,85,26,2.54,DE,1713929488
80,port mathurin,-19.6833,63.4167,26.89,77,98,7.17,MU,1713929287
81,puri,19.8,85.85,34.6,66,3,6.18,IN,1713929489
82,carloforte,39.145,8.3058,12.44,59,46,12.09,IT,1713929489
83,tarakan,3.3,117.6333,27.72,89,75,3.6,ID,1713929218
84,saurimo,-9.6608,20.3916,17.98,93,100,1.78,AO,1713929491
85,port elizabeth,-33.918,25.5701,17.16,94,100,1.03,ZA,1713929291
86,nabire,-3.3667,135.4833,30.37,70,62,2.52,ID,1713929491
87,isafjordur,66.0755,-23.124,3.25,84,79,1.07,IS,1713929229
88,es castell,39.8795,4.2854,8.38,66,0,3.6,ES,1713929491
89,edinburgh of the seven seas,-37.0676,-12.3116,15.22,74,68,3.08,SH,1713929492
90,ochakiv,46.6128,31.5498,11.6,91,100,10.02,UA,1713929492
91,fale old settlement,-9.3852,-171.2468,29.84,75,12,3.63,TK,1713929492
92,alto barinas,8.5931,-70.2261,26.3,68,36,1.6,VE,1713929492
93,yerofey pavlovich,53.9667,121.9667,10.69,54,95,0.76,RU,1713929493
94,capayan,-28.761,-66.0502,17.67,87,100,1.45,AR,1713929493
95,vershino-darasunskiy,52.35,115.5167,6.53,23,53,5.24,RU,1713929493
96,coyah,9.75,-13.4167,26.53,74,16,1.55,GN,1713929495
97,rongelap,11.1635,166.8941,27.27,85,100,8.63,MH,1713929495
98,darmanesti,46.3667,26.4833,7.9,98,100,0.92,RO,1713929496
99,volodarskiy,46.4013,48.5409,11.97,48,25,4.03,RU,1713929496
100,park forest village,40.8067,-77.9169,13.2,57,0,0.0,US,1713929496
101,whitefish,48.4111,-114.3376,10.86,47,0,1.54,US,1713929496
102,kuanda,56.3161,116.0806,5.87,51,78,1.8,RU,1713929497
103,nadezhda,44.1,44.6,15.43,51,52,1.33,RU,1713929497
104,noumea,-22.2763,166.4572,26.99,99,59,4.59,NC,1713928960
105,laojunmiao,39.8333,97.7333,17.37,11,0,6.1,CN,1713929501
106,qaqortoq,60.7167,-46.0333,-0.39,98,100,3.12,GL,1713929501
107,constantia,44.1833,28.65,12.61,91,100,5.72,RO,1713929223
108,ayorou,14.7308,0.9174,32.48,30,30,3.73,NE,1713929231
109,nuuk,64.1835,-51.7216,3.34,87,100,4.12,GL,1713929502
110,puerto natales,-51.7236,-72.4875,4.0,88,100,2.68,CL,1713929430
111,severo-yeniseyskiy,60.3725,93.0408,-2.46,91,100,3.58,RU,1713929503
112,tanabe,33.7333,135.3667,23.56,64,75,4.12,JP,1713929503
113,cold springs,39.6802,-119.9766,15.71,62,75,6.71,US,1713929503
114,cooper's town,26.8667,-77.5167,21.0,60,65,5.29,BS,1713929504
115,lazaro cardenas,17.9583,-102.2,24.33,72,97,0.33,MX,1713929505
116,egilsstadir,65.2653,-14.3948,-2.05,100,0,2.57,IS,1713929505
117,carnarvon,-24.8667,113.6333,29.87,32,0,7.22,AU,1713929505
118,turkmenbasy,40.0222,52.9552,15.43,72,0,4.12,TM,1713929505
119,jiujiang,29.7333,115.9833,24.22,57,100,3.29,CN,1713929506
120,kavaratti,10.5669,72.642,29.69,67,100,2.35,IN,1713929506
121,shilovo,54.3204,40.874,7.22,78,7,1.91,RU,1713929506
122,kiunga,-6.1219,141.2906,32.91,62,96,1.03,PG,1713929506
123,markovo,57.3206,107.0881,1.24,77,100,3.47,RU,1713929506
124,hamilton,39.1834,-84.5333,13.21,92,100,3.09,US,1713929507
125,thames,-37.1333,175.5333,18.87,50,0,2.5,NZ,1713929507
